cds14,school_name,county,students_per_grade,charter
33669933330826,Laura May Stewart,Riverside,19.0,
33669933330842,Glen View High,Riverside,73.0,0
33669933331022,School 33669933331022,,,
33670330000000,School 33670330000000,,58.0,0
33670330000001,District Students in NPS (Riverside) [4],Riverside,11.0,0
33670330110106,Orange Grove High,Riverside,67.0,0
33670330110627,Eleanor Roosevelt High,Riverside,1088.0,0
33670330110759,John F. Kennedy High (Riverside),Riverside,174.0,0
33670330135574,CNUSD Hybrid School of Innovation,Riverside,165.0,0
33670333330131,Corona-Norco Alternative,Riverside,67.0,0
33670333330446,Centennial High (Riverside),Riverside,678.0,0
33670333330586,Lee V. Pollard High (Cont.),Riverside,315.0,0
33670333330594,"Centennial Vista High, Cont.",Riverside,30.0,
33670333330602,"Corona Vista High, Cont.",Riverside,3.0,
33670333330610,Norco Vista High,Riverside,11.0,
33670333330701,Santiago High (Riverside),Riverside,894.0,0
33670333330941,Phoenix High (community),Riverside,44.0,
33670333331600,Corona High,Riverside,577.0,0
33670333334232,Norco High,Riverside,508.0,0
33670333367033,Home/hospital and independent study (Riverside) [2],Riverside,,
33670580000001,District Students in NPS (Riverside) [5],Riverside,,0
33670580114504,Summit High (Continuation) (Riverside),Riverside,201.0,0
33670580118885,Shadow Hills High,Riverside,412.0,0
33670583330388,Palm Desert High,Riverside,520.0,0
33670583330669,La Quinta High (Riverside),Riverside,606.0,0
33670583330909,Horizon,Riverside,47.0,0
33670583330982,School 33670583330982,,,
33670583331113,"Amistad High, Cont.",Riverside,133.0,0
33670583333192,Indio High,Riverside,490.0,0
33670820000000,School 33670820000000,,16.0,0
33670820000001,District Students in NPS (Riverside) [6],Riverside,,0
33670820106716,Hamilton High (Riverside),Riverside,71.0,0
33670820113159,Tahquitz High,Riverside,440.0,0
33670820115162,Hemet Academy for Applied Aca,Riverside,30.0,
33670820120675,Western Center Academy,Riverside,90.0,1
33670820128363,College Prep High,Riverside,21.0,
33670820132167,ASPIRE Community Day,Riverside,14.0,
33670823330065,Alessandro High,Riverside,271.0,0
33670823330453,Hamilton K-12,Riverside,71.0,
33670823330503,Helen Hunt Jackson Alternativ,Riverside,70.0,0
33670823330537,West Valley High (Riverside),Riverside,464.0,0
33670823330768,Hemet Ed. Learning Ctr.,Riverside,1.0,
33670823332616,School 33670823332616,,,
33670823332673,Hemet High,Riverside,604.0,0
33670900000001,District Students in NPS (Riverside) [7],Riverside,,0
33670900114157,Patriot High,Riverside,600.0,0
33670900127720,Rivercrest Preparatory,Riverside,31.0,
33670903330412,Jurupa Valley High,Riverside,423.0,0
33670903330545,Rio Vista High (Riverside),Riverside,10.0,
33670903330784,Steps Community Day,Riverside,14.0,
33670903334687,Nueva Vista Continuation High (Riverside),Riverside,231.0,0
33670903337136,Rubidoux High,Riverside,315.0,0
33671160109843,Santa Rosa Academy,Riverside,111.0,1
33671240000001,District Students in NPS (Riverside) [8],Riverside,,0
33671240105940,Alessandro,Riverside,8.0,0
33671240128868,Moreno Valley Online Academy,Riverside,56.0,0
33671243330396,Canyon Springs High,Riverside,563.0,0
33671243330438,Valley View High,Riverside,675.0,0
33671243330685,Moreno Valley Community Learn,Riverside,3.0,
33671243330800,Bayside Community Day,Riverside,111.0,0
33671243330958,March Valley,Riverside,1.0,0
33671243331071,Vista del Lago High (Riverside),Riverside,481.0,0
33671243333762,March Mountain High,Riverside,185.0,0
33671243333770,Moreno Valley High,Riverside,526.0,0
33671246106058,Vista Heights Middle,Riverside,,0
33671570120279,Mercury Online Academy of SoCa,Riverside,2.0,
33671570125245,Pivot Charter - Riverside Co.,Riverside,14.0,
33671573331014,Nuview Bridge College High,Riverside,167.0,1
33671730000001,District Students in NPS (Riverside) [9],Riverside,,0
33671730127316,Rancho Mirage High,Riverside,350.0,0
33671730133090,Desert Learning Academy,Riverside,42.0,0
33671733330578,Cathedral City High,Riverside,334.0,0
33671733330818,Desert Hot Springs High,Riverside,422.0,0
33671733330925,Ramon Alternative Center,Riverside,,
33671733331121,Mt. San Jacinto High,Riverside,153.0,0
33671733335130,Palm Springs High,Riverside,374.0,0
33671733367173,Home/hospital and independent study (Riverside) [3],Riverside,18.0,
33671810000001,District Students in NPS (Riverside) [10],Riverside,,
33671810115188,Palo Verde Valley Community D,Riverside,10.0,
33671810138610,Scale Leadership Academy - East,Riverside,44.0,1
33671813331139,Twin Palms Continuation,Riverside,55.0,0
33671813335759,Palo Verde High,Riverside,159.0,0
33672070000001,District Students in NPS (Riverside) [11],Riverside,,0
33672070101170,California Military Institute,Riverside,148.0,1
33672070113191,Heritage High (Riverside),Riverside,582.0,0
33672070134981,Scholar Plus Online Learning,Riverside,29.0,0
33672070137620,School 33672070137620,,37.0,0
33672070140491,Liberty High (Riverside),Riverside,634.0,0
33672073330149,School 33672073330149,,,
33672073330172,"Perris Lake High, Cont.",Riverside,168.0,0
33672073330693,Choice 2000 On-Line (Char),Riverside,55.0,
33672073330727,Paloma Valley High,Riverside,622.0,0
33672073330776,The Academy Comm Day,Riverside,19.0,
33672073331022,School 33672073331022,,,
33672073335973,Perris,Riverside,524.0,0
33672150000001,District Students in NPS (Riverside) [12],Riverside,12.0,0
33672150106526,Gateway to College (Riverside),Riverside,35.0,
33672150115709,Riverside Virtual,Riverside,83.0,0
33672150126235,Riverside STEM Academy (Riverside) [1],Riverside,,
33672150131359,Riverside STEM Academy (Riverside) [2],Riverside,62.0,0
33672150132498,Encore High School for the Arts - Riverside,Riverside,97.0,
33672153330024,Arlington High,Riverside,480.0,0
33672153330362,Summit View Ind. Stdy.,Riverside,152.0,0
33672153330511,Opportunity Program,Riverside,9.0,0
33672153330677,"Raincross High, Cont.",Riverside,109.0,0
33672153330859,Martin Luther King Jr. High,Riverside,675.0,0
33672153330867,Creative Opts for Pos. Ed-COPE,Riverside,3.0,
33672153334406,North (John W.) High,Riverside,503.0,0
33672153336237,Polytechnic High (Riverside),Riverside,621.0,0
33672153336492,Ramona High (Riverside),Riverside,536.0,0
33672153336666,School 33672153336666,,,
33672153336955,Lincoln (Abraham) Continuation,Riverside,145.0,0
33672156059125,Central Middle,Riverside,,0
33672156059133,Gage (Mathew) Middle,Riverside,,0
33672156061790,Chemawa Middle,Riverside,,0
33672490000001,District Students in NPS (Riverside) [13],Riverside,,0
33672490123844,San Jacinto Leadership Academ,Riverside,81.0,0
33672490142117,School 33672490142117,,14.0,0
33672493331006,Mt. Heights Academy,Riverside,51.0,0
33672493337649,"Mountain View High, Cont. (Riverside)",Riverside,136.0,0
33672493337656,San Jacinto High,Riverside,597.0,0
33672496114748,San Jacinto Valley Academy,Riverside,116.0,1
33675170120279,School 33675170120279,,,
33736760000001,District Students in NPS (Riverside) [14],Riverside,,
33736760100255,Desert Mirage High,Riverside,469.0,0
33736760120673,School 33736760120673,,,
33736760121673,NOVA Academy - Coachella,Riverside,47.0,1
33736763330032,La Familia Continuation High,Riverside,78.0,0
33736763330198,School 33736763330198,,,
33736763330354,West Shores High,Riverside,73.0,0
33736763330990,Coachella Valley High,Riverside,575.0,0
33736763331048,Alternative Education Center,Riverside,7.0,
33751760000001,District Students in NPS (Riverside) [15],Riverside,,0
33751760107920,Lakeside High,Riverside,422.0,0
33751760116343,Keith McCarthy Academy,Riverside,60.0,0
33751760124859,Southern California Online Ac,Riverside,45.0,
33751763330115,Ortega High,Riverside,233.0,0
33751763330487,Temescal Canyon High,Riverside,593.0,0
33751763330750,Tri-Valley Community Day,Riverside,7.0,
33751763330792,Kiefer (Gordon) Independent,Riverside,33.0,
33751763332350,Elsinore High,Riverside,482.0,0
33751920000001,District Students in NPS (Riverside) [16],Riverside,,0
33751920105734,Great Oak High,Riverside,736.0,0
33751923330370,Temecula Valley High,Riverside,685.0,0
33751923330495,Rancho Vista High,Riverside,108.0,0
33751923330636,Susan H. Nelson,Riverside,108.0,0
33751923330719,School 33751923330719,,,
33751923330743,Chaparral High (Riverside),Riverside,784.0,0
33751923330917,Temecula Preparatory,Riverside,78.0,1
33751923375192,Home/hospital and independent study (Riverside) [4],Riverside,,
33752000000001,District Students in NPS (Riverside) [17],Riverside,,0
33752000100420,Vista Murrieta High,Riverside,832.0,0
33752000102079,Tenaja Canyon Academy,Riverside,113.0,0
33752000118794,Murrieta Mesa High,Riverside,516.0,0
33752000141275,School 33752000141275,,36.0,0
33752003330529,Murrieta Valley High,Riverside,526.0,0
33752003330644,Creekside High (Riverside),Riverside,86.0,
33752420000001,District Students in NPS (Riverside) [18],Riverside,,0
33752420109108,Citrus Hill High,Riverside,408.0,0
33752420109652,Val Verde Student Success Aca,Riverside,111.0,0
33752420123190,Val Verde Academy,Riverside,64.0,0
33752420133306,Orange Vista High,Riverside,599.0,0
33752423330552,Rancho Verde High,Riverside,525.0,0
33752423330560,Val Verde High,Riverside,231.0,0
33752423331063,Via,Riverside,,
34103480000001,Sacramento Co. Off. Educ. Programs,Sacramento,,
34103480106211,Carson Creek Jr./Sr. High,Sacramento,35.0,
34103480106229,Palmiter Special Education,Sacramento,25.0,0
34103480106237,Hickey Junior Senior High,Sacramento,21.0,0
34103480106245,North Area Community,Sacramento,55.0,0
34103480106260,Esperanza Jr./Sr. High,Sacramento,10.0,
34103480106278,El Centro Jr./Sr. High,Sacramento,61.0,0
34103480106286,Morgan Jr./Sr. High,Sacramento,4.0,
34103480106294,Sacramento County SH Special E,Sacramento,22.0,0
34103480106302,Sacramento County ED Special,Sacramento,2.0,
34103480106773,Northern California Poly Technical Academy,Sacramento,25.0,
34103480118745,Gerber Jr./Sr. High,Sacramento,23.0,0
34103480136275,Fortune,Sacramento,42.0,1
34103483430428,Sacramento Juvenile,Sacramento,54.0,
34103483430857,Sacramento County Community,Sacramento,12.0,
34103486069520,Special Education (Sacramento),Sacramento,95.0,
34322760330027,Pine Grove Youth Conservation Camp (Sacramento),Sacramento,26.0,
34322763931250,Johanna Boss High (Sacramento),Sacramento,50.0,
34322763990025,N.A. Chaderjian High (Sacramento),Sacramento,73.0,
34322765637780,Mary B. Perry High,Sacramento,84.0,
34673140000001,District Students in NPS (Sacramento) [1],Sacramento,35.0,0
34673140105916,Monterey Trail High,Sacramento,566.0,0
34673140108753,Pleasant Grove High,Sacramento,634.0,0
34673140116897,Cosumnes Oaks High,Sacramento,527.0,0
34673140137281,SAVA - Sacramento Academic and Vocational Academy - EGUSD,Sacramento,67.0,1
34673143430170,Valley High (Sacramento),Sacramento,406.0,0
34673143430188,School 34673143430188,,,
34673143430311,"Calvine High, Cont.",Sacramento,116.0,0
34673143430329,"Rio Cazadero High, Cont.",Sacramento,107.0,0
34673143430352,"Las Flores High, Alt.",Sacramento,59.0,0
34673143430477,Florin High,Sacramento,420.0,0
34673143430527,"Insights High, Cont.",Sacramento,,
34673143430535,"Transition High, Cont.",Sacramento,,
34673143430592,Laguna Creek High,Sacramento,536.0,0
34673143430618,Sheldon High,Sacramento,592.0,0
34673143430725,Elk Grove Community Day,Sacramento,7.0,
34673143430733,Capital Community Day,Sacramento,5.0,
34673143430873,Franklin High (Sacramento),Sacramento,662.0,0
34673143432002,"Daylor (William) High, Cont.",Sacramento,123.0,0
34673143432572,Elk Grove High,Sacramento,421.0,0
34673143467314,School 34673143467314,,13.0,
34673146032999,School 34673146032999,,46.0,0
34673146112254,Elk Grove Charter,Sacramento,97.0,1
34673220127860,Alpha Charter,Sacramento,20.0,
34673300000001,District Students in NPS (Sacramento) [2],Sacramento,,0
34673300113571,Vista del Lago High (Sacramento),Sacramento,446.0,0
34673300140699,School 34673300140699,,20.0,0
34673303430501,"Walnutwood High, Alt.",Sacramento,74.0,0
34673303430667,Mather Youth Acad,Sacramento,1.0,0
34673303430709,Folsom Lake High,Sacramento,66.0,0
34673303431533,Cordova High,Sacramento,486.0,0
34673303433216,Folsom High,Sacramento,725.0,0
34673303434792,"Kinney High, Cont.",Sacramento,70.0,0
34673306033195,Kitty Hawk,Sacramento,3.0,
34673550000001,District Students in NPS (Sacramento) [3],Sacramento,,0
34673550119131,Liberty Ranch High,Sacramento,225.0,0
34673553432903,Estrellita Continuation High,Sacramento,36.0,0
34673553433471,Galt High,Sacramento,240.0,0
34673630000001,District Students in NPS (Sacramento) [4],Sacramento,,
34673630101766,Grant Community Outreach,Sacramento,,
34673630101832,Futures High (Sacramento) [1],Sacramento,35.0,
34673630108183,Nova Community Day (Sacramento) [1],Sacramento,,
34673630108837,Community Collaborative,Sacramento,160.0,
34673630114272,Sava (Sacramento) [1],Sacramento,116.0,
34673633430261,"Pacific High, Cont.",Sacramento,63.0,
34673633430634,"Keema (Elwood J.) High, Alt.",Sacramento,273.0,
34673633430881,Vista Nueva Career and Tech (Sacramento) [1],Sacramento,58.0,
34673633433265,Foothill High (Sacramento) [1],Sacramento,267.0,
34673633433794,Grant Union High (Sacramento) [1],Sacramento,440.0,
34673633434370,Highlands High (Sacramento) [1],Sacramento,207.0,
34673633436979,Rio Linda High (Sacramento) [1],Sacramento,416.0,
34673636069736,Richmond (Miles P.),Sacramento,23.0,
34674050108415,Heritage Peak Charter (Sacramento) [1],Sacramento,42.0,
34674130000001,District Students in NPS (Sacramento) [5],Sacramento,,0
34674130107383,River Delta Community Day,Sacramento,2.0,0
34674130112078,Clarksburg Middle,Sacramento,,0
34674133430469,River Delta High/Elem Alt,Sacramento,2.0,0
34674133430550,Mokelumne High (Cont),Sacramento,16.0,0
34674133430576,School 34674133430576,,,
34674134835302,Rio Vista High (Sacramento),Sacramento,79.0,0
34674135731708,Delta High (Sacramento),Sacramento,56.0,0
34674210132019,Paseo Grande Charter,Sacramento,15.0,1
34674210137950,Marconi Learning Academy,Sacramento,18.0,1
34674390000001,District Students in NPS (Sacramento) [6],Sacramento,34.0,0
34674390101451,Sacramento High School,Sacramento,,
34674390101550,Visual and Performing Arts,Sacramento,15.0,
34674390101881,New Technology High (Sacramento),Sacramento,32.0,1
34674390101899,George Washington Carver Scho,Sacramento,61.0,1
34674390101907,The MET,Sacramento,68.0,1
34674390101915,Genesis High,Sacramento,27.0,
34674390101972,Rosemont High,Sacramento,371.0,0
34674390102038,Sacramento Charter High,Sacramento,137.0,1
34674390108951,Arthur A. Benjamin Health Pro,Sacramento,61.0,0
34674390114546,School of Engineering & Scien,Sacramento,36.0,0
34674390137406,SAVA - Sacramento Academic and Vocational Academy - SCUSD,Sacramento,108.0,1
34674390137844,School 34674390137844,,50.0,
34674393430154,"American Legion High, Cont.",Sacramento,132.0,0
34674393430519,Capital City,Sacramento,131.0,0
34674393430832,Community Day (Sacramento),Sacramento,9.0,
34674393430865,West Campus,Sacramento,227.0,0
34674393431012,Burbank (Luther) High,Sacramento,384.0,0
34674393433323,Fremont Adult Education,Sacramento,,
34674393434636,Johnson (Hiram W.) High,Sacramento,420.0,0
34674393434768,Kennedy (John F.) High (Sacramento),Sacramento,413.0,0
34674393434826,Marshall (Thurgood) Alt,Sacramento,7.0,
34674393435419,McClatchy (C. K.) High,Sacramento,642.0,0
34674393437555,Sacramento High,Sacramento,372.0,
34674393467439,Home/hospital and independent study (Sacramento) [1],Sacramento,13.0,
34674396061832,Carson (Kit) Middle,Sacramento,14.0,0
34674470000001,District Students in NPS (Sacramento) [7],Sacramento,13.0,0
34674470121467,Aspire Alexander Twilight Secondary Academy,Sacramento,34.0,1
34674470135772,Meraki High,Sacramento,17.0,0
34674473430048,Mesa Verde High,Sacramento,224.0,0
34674473430097,La Entrada Continuation High,Sacramento,48.0,0
34674473430139,School 34674473430139,,,
34674473430238,Via Del Campo Cont. High,Sacramento,,
34674473430295,Palos Verde Continuation,Sacramento,,
34674473430386,El Sereno Alternative Educati,Sacramento,100.0,0
34674473430394,La Vista Center,Sacramento,15.0,0
34674473430402,"Sierra Nueva High, Cont.",Sacramento,29.0,
34674473430493,Bella Vista High,Sacramento,485.0,0
34674473430600,School 34674473430600,,,
34674473430691,Options for Youth-San Juan,Sacramento,191.0,1
34674473430717,Visions In Education,Sacramento,933.0,1
34674473430758,San Juan Choices Charter,Sacramento,75.0,1
34674473430766,Delta Secondary Academy,Sacramento,5.0,
34674473431111,Casa Roble Fundamental High,Sacramento,288.0,0
34674473432051,Del Campo High,Sacramento,387.0,0
34674473432317,El Camino Fundamental High,Sacramento,306.0,0
34674473432838,Encina Preparatory High,Sacramento,192.0,0
34674473435930,Mira Loma High,Sacramento,414.0,0
34674473436714,Rio Americano High,Sacramento,473.0,0
34674473437290,School 34674473437290,,,
34674473438504,San Juan High,Sacramento,140.0,0
34674473467447,Home/hospital and independent study (Sacramento) [2],Sacramento,,
34674476034664,Ruff (Laurel) Center,Sacramento,20.0,0
34674476104244,Valley Oaks,Sacramento,3.0,
34739730000001,District Students in NPS (Sacramento) [8],Sacramento,,0
34739730106377,Global Youth Charter High,Sacramento,4.0,
34739733403081,School 34739733403081,,,
34739733430378,Center High,Sacramento,328.0,0
34739733430451,"McClellan High, Cont.",Sacramento,36.0,0
34739733430816,Antelope View Charter,Sacramento,11.0,
34752830000001,District Students in NPS (Sacramento) [9],Sacramento,,0
34752830102236,Inderkum High,Sacramento,548.0,0
34752830102319,Sacramento Valley Technicial,Sacramento,18.0,
34752830108860,Westlake Charter,Sacramento,111.0,1
34752830112425,Natomas Pacific Pathways Prep,Sacramento,157.0,1
34752830120113,Natomas Pacific Pathways Middl,Sacramento,,1
34752830126060,Leroy Greene Academy,Sacramento,91.0,1
34752833430584,Natomas High,Sacramento,289.0,0
34752833430626,Discovery High,Sacramento,54.0,0
34752833430659,Natomas Charter,Sacramento,140.0,1
34765050000001,District Students in NPS (Sacramento) [10],Sacramento,,0
